authors,published_parsed,summary,arxiv_primary_category,weights,pagenum,refnum,category
"[u'Stirling A. Colgate', u'Hui Li']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=24, tm_hour=21, tm_min=17, tm_sec=31, tm_wday=0, tm_yday=24, tm_isdst=0)","Recent rotation measure observations of a dozen or so galaxy clusters have
revealed a surprisingly large amount of magnetic fields, whose estimated energy
and flux are, on average, $\sim 10^{58}$ ergs and $\sim 10^{41}$ G cm$^2$,
respectively. These quantities are so much larger than any coherent sums of
individual galaxies within the cluster that an efficient galactic dynamo is
required. We associate these fields with single AGNs within the cluster and
therefore with all galaxies during their AGN phase. Only the central, massive
black hole (BH) has the necessary binding energy, $\sim 10^{61}$ ergs. Only the
accretion disk during the BH formation has the winding number, $\sim 10^{11}$
turns, necessary to make the gain and magnetic flux. We present a model of the
BH accretion disk dynamo that might create these magnetic fields, where the
helicity of the $\alpha - \Omega$ dynamo is driven by star-disk collisions. The
back reaction of the saturated dynamo forms a force-free field helix that
carries the energy and flux of the dynamo and redistributes them within the
clusters.","{'term': u'astro-ph', 'scheme': u'http://arxiv.org/schemas/atom'}",1.0,10,55,astro-ph
"[u'M. Raberto', u'G. Cuniberti', u'E. Scalas', u'M. Riani', u'F. Mainardi', u'G. Servizi']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=18, tm_hour=23, tm_min=51, tm_sec=58, tm_wday=1, tm_yday=18, tm_isdst=0)","We present a neural-network valuation of financial derivatives in the case of
fat-tailed underlying asset returns. A two-layer perceptron is trained on
simulated prices taking into account the well-known effect of volatility smile.
The prices of the underlier are generated using fractional calculus algorithms,
and option prices are computed by means of the Bouchaud-Potters formula. This
learning scheme is tested on market data; the results show a very good
agreement between perceptron option prices and real market ones.","{'term': u'cond-mat.stat-mech', 'scheme': u'http://arxiv.org/schemas/atom'}",0.2,1,3,cond-mat.stat-mech
"[u'L. G. S. Duarte', u'L. A. da Mota', u'J. E. F. Skea']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=3, tm_hour=20, tm_min=40, tm_sec=14, tm_wday=0, tm_yday=3, tm_isdst=0)","An extension of the ideas of the Prelle-Singer procedure to second order
differential equations is proposed. As in the original PS procedure, this
version of our method deals with differential equations of the form
y''={M(x,y,y')}/{N(x,y,y')}, where M and N are polynomials with coefficients in
the field of complex numbers C. The key to our approach is to focus not on the
final solution but on the first-order invariants of the equation. Our method is
an attempt to address algorithmically the solution of SOODEs whose first
integrals are elementary functions of x, y and y'.","{'term': u'math-ph', 'scheme': u'http://arxiv.org/schemas/atom'}",0.5,10,11,math-ph
[u'Heinz Voelk'],"time.struct_time(tm_year=2000, tm_mon=1, tm_mday=17, tm_hour=19, tm_min=10, tm_sec=12, tm_wday=0, tm_yday=17, tm_isdst=0)","In this talk I will first give a summary of the observations of expected
Galactic TeV gamma-ray sources with the HEGRA CT-Sytem since the Kruger Park
Workshop in 1997. Then I will go into some detail regarding the observations of
Supernova Remnants (SNRs), especially those of Tycho's SNR and of Cas A. The
emphasis will not be on all aspects of these published data. I will rather
review the selection of these observational targets, and discuss some of the
physical implications of the results.","{'term': u'astro-ph', 'scheme': u'http://arxiv.org/schemas/atom'}",0.0,8,18,astro-ph
[u'Alan D. Rendall'],"time.struct_time(tm_year=2000, tm_mon=1, tm_mday=5, tm_hour=13, tm_min=5, tm_sec=44, tm_wday=2, tm_yday=5, tm_isdst=0)","This article is a guide to the literature on existence theorems for the
Einstein equations which also draws attention to open problems in the field.
The local in time Cauchy problem, which is relatively well understood, is
treated first. Next global results for solutions with symmetry are discussed. A
selection of results from Newtonian theory and special relativity which offer
useful comparisons is presented. This is followed by a survey of global results
in the case of small data and results on constructing spacetimes with given
singularity structure. The article ends with some miscellaneous topics
connected with the main theme.","{'term': u'gr-qc', 'scheme': u'http://arxiv.org/schemas/atom'}",0.0,35,168,gr-qc
[u'Sergiu I. Vacaru'],"time.struct_time(tm_year=2000, tm_mon=1, tm_mday=8, tm_hour=11, tm_min=12, tm_sec=4, tm_wday=5, tm_yday=8, tm_isdst=0)","By applying the method of moving frames modelling one and two dimensional
local anisotropies we construct new solutions of Einstein equations on
pseudo-Riemannian spacetimes. The first class of solutions describes
non-trivial deformations of static spherically symmetric black holes to locally
anisotropic ones which have elliptic (in three dimensions) and ellipsoidal,
toroidal and elliptic and another forms of cylinder symmetries (in four
dimensions). The second class consists from black holes with oscillating
elliptic horizons.","{'term': u'gr-qc', 'scheme': u'http://arxiv.org/schemas/atom'}",0.0,23,11,gr-qc
"[u'A. Cha', u'M. Sahu', u'H. W. Moos', u'A. Blaauw']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=28, tm_hour=20, tm_min=33, tm_sec=22, tm_wday=4, tm_yday=28, tm_isdst=0)","The first study of the local interstellar medium (LISM) toward Puppis-Vela (l
= 245\degr to 275\degr, b = -15\degr to +5\degr, d < 200 pc) is presented in
this paper. A study of the locations, sizes, and physical characteristics of
local interstellar gas, i.e. ``astronephography,'' is included, and relies upon
the improved distance measurements provided by Hipparcos parallax measurements.
All spectra of more distant sight lines contain absorption features due to
intervening local gas, and more distant structures can only be studied
accurately if components due to the LISM have been isolated. Towards this end,
high resolution (R ~ 95,000), high signal-to-noise (S/N ~ 110 to 250) Na I
spectra of 11 nearby stars in the direction of Puppis-Vela have been obtained.
Toward Puppis-Vela, absorption due to the LIC was not observed, but components
at three distinct velocities were found, and the extent of the local gas
producing the features was estimated. The conclusions regarding the UV spectrum
of gamma^2 Vel presented by Fitzpatrick & Spitzer (1994) were re-examined in
light of this new LISM data, and the ambiguity in their conclusions about
several absorption components is resolved. The stars in Puppis-Vela flank the
region of the apparent extension of the Local Bubble (or Cavity) known as the
beta CMa tunnel,and measurements of the Na I column density towards the sample
stars have been used to modify existing estimates of the extent of the tunnel.
A compilation of all existing Na I observations of < 200 pc sight lines around
the tunnel reveal that low column densities have been exclusively detected
within l ~ 210\degr to 250\degr,and b ~ -21\degr to -9\degr. Near the Galactic
plane,at latitudes -10\degr < b < 0\degr and d ~< 150 pc, the tunnel is
confined to l < 270\degr, a lower longitude than was previously reported.","{'term': u'astro-ph', 'scheme': u'http://arxiv.org/schemas/atom'}",0.3333333333333333,35,70,astro-ph
[u'Donald Spector'],"time.struct_time(tm_year=2000, tm_mon=1, tm_mday=3, tm_hour=16, tm_min=53, tm_sec=57, tm_wday=0, tm_yday=3, tm_isdst=0)","We study some of the algebraic properties of the non-relativistic monopole.
We find that we can construct theories that possess an exotic conserved
fermionic charge that squares to the Casimir of the rotation group, yet do not
possess an ordinary supersymmetry. This is in contrast to previous known
examples with such exotic fermionic charges. We proceed to show that the
presence of the exotic fermionic charge in the non-supersymmetric theory can
nonetheless be understood using supersymmetric techniques, providing yet
another example of the usefulness of supersymmetry in understanding
non-supersymmetric theories.","{'term': u'hep-th', 'scheme': u'http://arxiv.org/schemas/atom'}",0.0,9,16,hep-th
"[u'Richard G. McMahon', u'N. A. Walton', u'M. J. Irwin', u'J. R. Lewis', u'P. S. Bunclark', u'D. H. P. Jones', u'R. G. Sharp']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=16, tm_hour=18, tm_min=40, tm_sec=0, tm_wday=6, tm_yday=16, tm_isdst=0)","The 2.5m Isaac Newton Telescope(INT) is currently being used to carry out a
major multi-colour, multi-epoch, CCD based wide field survey over an area of
100 square degrees. The survey parameters have been chosen to maximise
scientific return over a wide range of scientific areas and to complement other
surveys being carried out elsewhere. Unique aspects of the survey is that it
concentrates on regions of sky that are easily accessible from telescopes in
both Northern and Southern terrestrial hemispheres and that it the first public
survey to use filters similar to that being used by the Sloan Digital Sky
Survey. A major aim of the the INT Wide Field Survey program is to bridge the
gap between the all-sky photographic 2 and 3 band surveys such as the Palomar
and UK Schmidt sky surveys and the ultra-deep keyhole surveys such as the
Hubble Deep Field.","{'term': u'astro-ph', 'scheme': u'http://arxiv.org/schemas/atom'}",0.16666666666666666,11,8,astro-ph
"[u'Vojtech Kundrat', u'Milos Lokajicek', u'D. Krupa']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=6, tm_hour=13, tm_min=37, tm_sec=6, tm_wday=3, tm_yday=6, tm_isdst=0)","The elastic and inelastic profiles have been derived from the measured
elastic differential cross section data with the help of exact impact parameter
representation of elastic scattering amplitude. The results obtained for $pp$
scattering at energy of 53 GeV and $\bar{p} p$ scattering at energy of 541 GeV
have been presented. They indicate that nucleons can be regarded as objects
characterized by a small core (diameter $\sim$ 0.4$\div$0.8 fm) and a half
transparent outer shell (responsible mainly for elastic hadron scattering).","{'term': u'hep-ph', 'scheme': u'http://arxiv.org/schemas/atom'}",0.5,38,34,hep-ph
"[u'V. V. Flambaum', u'J. C. Berengut']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=10, tm_hour=21, tm_min=38, tm_sec=49, tm_wday=0, tm_yday=10, tm_isdst=0)","It is believed that there may have been a large number of black holes formed
in the very early universe. These would have quantised masses. A charged
``elementary black hole'' (with the minimum possible mass) can capture
electrons, protons and other charged particles to form a ``black hole atom''.
We find the spectrum of such an object with a view to laboratory and
astronomical observation of them, and estimate the lifetime of the bound
states. There is no limit to the charge of the black hole, which gives us the
possibility of observing Z>137 bound states and transitions at the lower
continuum. Negatively charged black holes can capture protons. For Z>1, the
orbiting protons will coalesce to form a nucleus (after beta-decay of some
protons to neutrons), with a stability curve different to that of free nuclei.
In this system there is also the distinct possibility of single quark capture.
This leads to the formation of a coloured black hole that plays the role of an
extremely heavy quark interacting strongly with the other two quarks. Finally
we consider atoms formed with much larger black holes.","{'term': u'gr-qc', 'scheme': u'http://arxiv.org/schemas/atom'}",1.0,22,23,gr-qc
[u'Ziemowit Popowicz'],"time.struct_time(tm_year=2000, tm_mon=1, tm_mday=13, tm_hour=16, tm_min=37, tm_sec=50, tm_wday=3, tm_yday=13, tm_isdst=0)","The general method of the cojmplex supersymmetrization
(supercomplexifications) of the soliton equations with the odd (bi)
hamiltoninan structure is established. New version of the supercomplexified
Kadomtsev-Petvishvili hierarchy is given. The second odd Hamiltonina operator
of the SUSY KdV equation generates the odd N=2 SUSY Virasoro like algebra.","{'term': u'nlin.SI', 'scheme': u'http://arxiv.org/schemas/atom'}",0.0,11,22,nlin.SI
"[u'C. Volpe', u'N. Auerbach', u'G. Col\xf8', u'T. Suzuki', u'N. Van Giai']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=27, tm_hour=17, tm_min=54, tm_sec=49, tm_wday=3, tm_yday=27, tm_isdst=0)","In view of the recent experiments on neutrino oscillations performed by the
LSND and KARMEN collaborations as well as of future experiments, we present new
theoretical results of the flux averaged $^{12}C(\nu_e,e^-)^{12}N$ and
$^{12}C(\nu_{\mu},{\mu}^-)^{12}N$ cross sections. The approaches used are
charge-exchange RPA, charge-exchange RPA among quasi-particles (QRPA) and the
Shell Model. With a large-scale shell model calculation the exclusive cross
sections are in nice agreement with the experimental values for both reactions.
The inclusive cross section for $\nu_{\mu}$ coming from the decay-in-flight of
$\pi^+$ is $15.2 \times 10^{-40} cm^2$ to be compared to the experimental value
of $12.4 \pm 0.3 \pm 1.8 \times 10^{-40} cm^2$, while the one due to $\nu_{e}$
coming from the decay-at-rest of $\mu^+$ is $16.4 \times 10^{-42} cm^2$ which
agrees within experimental error bars with the measured values. The shell model
prediction for the decay-in-flight neutrino cross section is reduced compared
to the RPA one. This is mainly due to the different kind of correlations taken
into account in the calculation of the spin modes and partially due to the
shell-model configuration basis which is not large enough, as we show using
arguments based on sum-rules.","{'term': u'nucl-th', 'scheme': u'http://arxiv.org/schemas/atom'}",0.25,17,55,nucl-th
"[u'M. Caselle', u'M. Hasenbusch', u'P. Provero', u'K. Zarembo']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=27, tm_hour=11, tm_min=20, tm_sec=23, tm_wday=3, tm_yday=27, tm_isdst=0)","We discuss the spectrum of the three dimensional phi^4 theory in the broken
symmetry phase. In this phase the effective potential between the elementary
quanta of the model is attractive and bound states of two or more of them may
exist. We give theoretical and numerical evidence for the existence of these
bound states. Looking in particular at the Ising model realization of the phi^4
theory we show, by using duality, that these bound states are in one-to-one
correspondence with the glueball states of the gauge Ising model. We discuss
some interesting consequences of this identification.","{'term': u'hep-th', 'scheme': u'http://arxiv.org/schemas/atom'}",0.3333333333333333,4,14,hep-th
"[u'M. A. Chaudhry', u'H. J. Haubold', u'A. M. Mathai']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=16, tm_hour=10, tm_min=13, tm_sec=52, tm_wday=6, tm_yday=16, tm_isdst=0)","An analytic study of the reaction probability integrals corresponding to the
various forms of the slowly varying cross-section factor $S(E)$ is attempted.
Exact expressions for reaction probability integrals are expressed in terms of
the extended gamma functions.","{'term': u'astro-ph', 'scheme': u'http://arxiv.org/schemas/atom'}",0.5,12,27,astro-ph
"[u'O. Kenneth', u'S. Nussinov']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=10, tm_hour=9, tm_min=12, tm_sec=35, tm_wday=0, tm_yday=10, tm_isdst=0)","We argue that the exactly computable, angle dependent, Casimir force between
parallel plates with different directions of conductivity can be measured.","{'term': u'hep-th', 'scheme': u'http://arxiv.org/schemas/atom'}",1.0,12,14,hep-th
"[u'H. Feldmeier', u'J. Schnack']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=14, tm_hour=14, tm_min=50, tm_sec=25, tm_wday=4, tm_yday=14, tm_isdst=0)","The time-dependent variational principle for many-body trial states is used
to discuss the relation between the approaches of different molecular dynamics
models to describe indistinguishable fermions. Early attempts to include
effects of the Pauli principle by means of nonlocal potentials as well as more
recent models which work with antisymmetrized many-body states are reviewed
under these premises.
  Keywords: Many-body theory; Fermion system; Molecular dynamics; Wave-packet
dynamics; Time-dependent variational principle; Statistical properties;
Canonical ensemble; Ergodicity; Time averaging","{'term': u'cond-mat.stat-mech', 'scheme': u'http://arxiv.org/schemas/atom'}",1.0,97,136,cond-mat.stat-mech
[u'Levan Babukhadia'],"time.struct_time(tm_year=2000, tm_mon=1, tm_mday=28, tm_hour=22, tm_min=7, tm_sec=51, tm_wday=4, tm_yday=28, tm_isdst=0)","Recent new results on the determination of the rapidity dependence of the
differential inclusive jet cross section, $<d^{2}\sigma/d\et d\eta >$, as a
function of jet $E_{T}$ in \ppbar collisions at $\sqrt{s}=1800$ GeV, measured
by the D0 detector at the Tevatron, are presented along with the comparisons to
theoretical next-to-leading order (NLO) perturbative QCD predictions. Triple
differential dijet cross sections, $<d^{3}\sigma/d\et d\eta_{1} d\eta_{2}>$, at
$\sqrt{s}=1800$ GeV, as well as the new results on jet structure at
$\sqrt{s}=1800$ and 630 GeV, as measured by the CDF and D0 detectors, are also
discussed.","{'term': u'hep-ex', 'scheme': u'http://arxiv.org/schemas/atom'}",0.0,7,13,hep-ex
"[u'G. Ruocco', u'F. Sette', u'R. Di Leonardo', u'G. Monaco', u'M. Sampoli', u'T. Scopigno', u'G. Viliani']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=4, tm_hour=11, tm_min=33, tm_sec=52, tm_wday=1, tm_yday=4, tm_isdst=0)","A relaxation process, with the associated phenomenology of sound attenuation
and sound velocity dispersion, is found in a simulated harmonic Lennard-Jones
glass. We propose to identify this process with the so called microscopic (or
instantaneous) relaxation process observed in real glasses and supercooled
liquids. A model based on the memory function approach accounts for the
observation, and allows to relate to each others: 1) the characteristic time
and strength of this process, 2) the low frequency limit of the dynamic
structure factor of the glass, and 3) the high frequency sound attenuation
coefficient, with its observed quadratic dependence on the momentum transfer.","{'term': u'cond-mat.dis-nn', 'scheme': u'http://arxiv.org/schemas/atom'}",0.16666666666666666,14,25,cond-mat.dis-nn
[u'Eric Chopin'],"time.struct_time(tm_year=2000, tm_mon=1, tm_mday=14, tm_hour=18, tm_min=23, tm_sec=56, tm_wday=4, tm_yday=14, tm_isdst=0)","This paper exposes a reformulation of some gauge theories in terms of
explicitly gauge-invariant variables. We show in the case of Scalar QED that
the classical theory can be reformulated locally with some gauge invariant
variables. We discuss the form of some realistic asymptotic solutions to these
equations. The equations of motion are then also reformulated in the
non-abelian case.","{'term': u'hep-ph', 'scheme': u'http://arxiv.org/schemas/atom'}",0.0,20,15,hep-ph
"[u'Fronefield Crawford', u'Victoria M. Kaspi', u'Jon F. Bell']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=26, tm_hour=15, tm_min=29, tm_sec=31, tm_wday=2, tm_yday=26, tm_isdst=0)","We have searched 92 unidentified sources from the FIRST and NVSS 1400 MHz
radio survey catalogs for radio pulsations at 610 MHz. The selected radio
sources are bright, have no identification with extragalactic objects, are
point-like and are more than 5% linearly polarized. Our search was sensitive to
sub-millisecond pulsations from pulsars with dispersion measures (DMs) less
than 500 pc cm-3 in the absence of scattering. We have detected no pulsations
from these sources and consider possible effects which might prevent detection.
We conclude that as a population, these sources are unlikely to be pulsars.","{'term': u'astro-ph', 'scheme': u'http://arxiv.org/schemas/atom'}",0.5,8,28,astro-ph
"[u'Nick Dorey', u'S. Prem Kumar']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=17, tm_hour=23, tm_min=25, tm_sec=19, tm_wday=0, tm_yday=17, tm_isdst=0)","We calculate the exact values of the holomorphic observables of {\cal N}=4
supersymmetric SU(N) Yang-Mills theory deformed by mass terms which preserve
{\cal N}=1 SUSY. These include the chiral condensates in each massive vacuum of
the theory as well as the central charge which determines the tension of BPS
saturated domain walls interpolating between these vacua. Several unexpected
features emerge in the large-N limit, including anomalous modular properties
under an SL(2,Z) duality group which acts on a complexification of the 't Hooft
coupling \lambda=g^{2}N/4\pi. We discuss our results in the context of the
AdS/CFT correspondence.","{'term': u'hep-th', 'scheme': u'http://arxiv.org/schemas/atom'}",1.0,19,41,hep-th
"[u'V. V. Yanovsky', u'A. V. Chechkin', u'D. Schertzer', u'A. V. Tour']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=18, tm_hour=17, tm_min=5, tm_sec=51, tm_wday=1, tm_yday=18, tm_isdst=0)","We demonstrate that the Fokker-Planck equation can be generalized into a
'Fractional Fokker-Planck' equation, i.e. an equation which includes fractional
space differentiations, in order to encompass the wide class of anomalous
diffusions due to a Levy stable stochastic forcing. A precise determination of
this equation is obtained by substituting a Levy stable source to the classical
gaussian one in the Langevin equation. This yields not only the anomalous
diffusion coefficient, but a non trivial fractional operator which corresponds
to the possible asymmetry of the Levy stable source. Both of them cannot be
obtained by scaling arguments. The (mono-) scaling behaviors of the Fractional
Fokker-Planck equation and of its solutions are analysed and a generalization
of the Einstein relation for the anomalous diffusion coefficient is obtained.
This generalization yields a straightforward physical interpretation of the
parameters of Levy stable distributions. Furthermore, with the help of
important examples, we show the applicability of the Fractional Fokker-Planck
equation in physics.","{'term': u'nlin.CD', 'scheme': u'http://arxiv.org/schemas/atom'}",0.3333333333333333,23,43,nlin.CD
"[u'Paul B. Umbanhowar', u'Harry L. Swinney']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=27, tm_hour=18, tm_min=38, tm_sec=26, tm_wday=3, tm_yday=27, tm_isdst=0)","Laboratory experiments are conducted to examine granular wave patterns near
onset as a function of the container oscillation frequency f and amplitude A,
layer depth H, and grain diameter D. The primary transition from a flat grain
layer to standing waves occurs when the layer remains dilated after making
contact with the container. With a flat layer and increasing dimensionless peak
container acceleration G = 4 pi^2 f^2 A/g (g is the acceleration due to
gravity), the wave transition occurs for G=2.6, but with decreasing G the waves
persist to G=2.2. For 2.2<G<3.8, patterns are squares for f<f_ss and stripes
for f>f_ss; H determines the square/stripe transition frequency
f_ss=0.33(g/H)^0.5. The dispersion relations for layers with varying H collapse
onto the curve L/H=1.0+1.1[f(H/g)^0.5]^(-1.32 +/- 0.03) (L is the wavelength)
when the peak container velocity v exceeds a critical value v_gm of
approximately 3 (Dg)^0.5. Local collision pressure measurements suggest that
v_gm is associated with a transition in the horizontal grain mobility: for
v>v_gm, there is a hydrodynamic-like horizontal sloshing motion, while for
v<v_gm, the grains are essentially immobile and the stripe pattern apparently
arises from a bending of the granular layer. For f at v_gm less than f_ss and
v<v_gm, patterns are tenuous and disordered.","{'term': u'nlin.PS', 'scheme': u'http://arxiv.org/schemas/atom'}",1.0,21,37,nlin.PS
"[u'Valeri N. Kotov', u'Michael E. Zhitomirsky', u'Oleg P. Sushkov']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=19, tm_hour=21, tm_min=34, tm_sec=49, tm_wday=2, tm_yday=19, tm_isdst=0)","We construct and analyze a two-dimensional frustrated quantum spin model with
plaquette order, in which the low-energy dynamics is controlled by spin
singlets. At a critical value of frustration the singlet spectrum becomes
gapless, indicating a quantum transition to a phase with dimer order. This T=0
transition belongs to the 3D Ising universality class, while at finite
temperature a 2D Ising critical line separates the plaquette and dimerized
phases.
  The magnetic susceptibility has an activated form throughout the phase
diagram, whereas the specific heat exhibits a rich structure and a power law
dependence on temperature at the quantum critical point.
  We argue that the novel quantum critical behavior associated with singlet
criticality discussed in this work can be relevant to a wide class of quantum
spin systems, such as antiferromagnets on Kagome and pyrochlore lattices, where
the low-energy excitations are known to be spin singlets, as well as to the
CAVO lattice and several recently discovered strongly frustrated square-lattice
antiferromagnets.","{'term': u'cond-mat.str-el', 'scheme': u'http://arxiv.org/schemas/atom'}",0.5,10,29,cond-mat.str-el
"[u'Tonatiuh Matos', u'Dario Nu\xf1ez', u'Gabino Estevez', u'Maribel Rios']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=14, tm_hour=18, tm_min=3, tm_sec=40, tm_wday=4, tm_yday=14, tm_isdst=0)","Using invariant transformations of the five-dimensional Kaluza-Klein (KK)
field equations, we find a series of formulae to derive axial symmetric
stationary exact solutions of the KK theory starting from static ones. The
procedure presented in this work allows to derive new exact solutions up to
very simple integrations. Among other results, we find exact rotating solutions
containing magnetic monopoles, dipoles, quadripoles, etc., coupled to scalar
and to gravitational multipole fields.","{'term': u'gr-qc', 'scheme': u'http://arxiv.org/schemas/atom'}",0.3333333333333333,24,23,gr-qc
"[u'L. Costamante', u'G. Ghisellini', u'P. Giommi', u'G. Tagliaferri', u'A. Celotti', u'M. Chiaberge', u'L. Chiappetti', u'G. Fossati', u'L. Maraschi', u'E. Pian', u'F. Tavecchio', u'A. Treves', u'A. Wolter']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=24, tm_hour=16, tm_min=44, tm_sec=30, tm_wday=0, tm_yday=24, tm_isdst=0)","We report on the BeppoSAX observations of four ""extreme"" BL Lacs, selected to
have high synchrotron peak frequencies. All have been detected also in the PDS
band. For 1ES 0120+340, PKS 0548-322 and H 2356-309 the spectrum is well fitted
by a convex broken power-law, thus locating the synchrotron peak around 1 - 4
keV. 1ES 1426+428 presents a flat energy spectral index (alpha_x= 0.92) up to
100 keV, thus constraining the synchrotron peak to lie near or above that
value. For their extreme properties, all sources could be strong TeV emitters.","{'term': u'astro-ph', 'scheme': u'http://arxiv.org/schemas/atom'}",0.08333333333333333,4,4,astro-ph
"[u'A. Baca', u'C. Garcia-Recio', u'J. Nieves']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=31, tm_hour=11, tm_min=31, tm_sec=1, tm_wday=0, tm_yday=31, tm_isdst=0)","Using a microscopic antikaon-nucleus optical potential recently developed by
Ramos and Oset (nucl-th/9906016, in print in Nuclear Physics A) from a chiral
model, we calculate strong interaction shifts and widths for $K^-$ atoms. This
purely theoretical potential gives an acceptable description of the measured
data ($\chi^2/{\rm num.data}= 3.8$), though it turns out to be less attractive
than what can be inferred from the existing kaon atomic data. We also use a
modified potential, obtained by adding to the latter theoretical one a s-wave
term which is fitted to known experimental kaonic data ($\chi^2/{\rm degree of
freedom}= 1.6$), to predict deeply bound $K^-$ atomic levels, not detected yet.
This improved potential predicts, in general, states even narrower than those
recently reported by Friedman and Gal. (Phys.Let.B459, 1999, 43). This
reinforces the idea that these deeply atomic states can be detected and
resolved by using suitable nuclear reactions. Besides, we also study $K^-$ and
$\bar K^0$ nuclear bound states and compute binding energies and widths, for
both species of antikaons, in $^{12}$C, $^{40}$Ca and $^{208}$Pb. Despite of
restricting our study only to potentials obtained from best fits to the known
kaonic atom data, the dynamics of these nuclear bound states depend
dramatically on the particular optical potential used.","{'term': u'nucl-th', 'scheme': u'http://arxiv.org/schemas/atom'}",0.5,23,33,nucl-th
"[u'Norbert Christlieb', u'Timothy C. Beers']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=21, tm_hour=14, tm_min=6, tm_sec=9, tm_wday=4, tm_yday=21, tm_isdst=0)","We report on two major surveys for metal-poor stars in the galactic halo, the
HK survey, and the Hamburg/ESO survey, which have been undertaken in order to
provide targets for high-resolution spectroscopy with the Subaru HDS and other
large telescopes. We compare basic properties of these two surveys and their
current status, and add some historical remarks.
  The candidate selection procedures of both surveys are described in detail.
We evaluate the candidate selection by comparing effective yields (EYs) of the
survey techniques for the identification of metal-poor stars. It is found that
EY for stars below [Fe/H]=-2.0 in the HES can be up to 80% for stars selected
by automatic classification from machine-scanned unwidened plates, whereas in
the HK survey, where stars are selected by visual inspection of widened survey
plates, the EY is between 11% and 32%, depending on whether a pre-selection
based on BV photometry has been applied.
  Finally, we describe techniques used for determining stellar parameters of
the survey stars by means of moderate resolution follow-up spectroscopy, and
additional UBV photometry. While follow-up observations of HES stars have just
been started, the HK survey has already produced a list of ~4700 stars with
estimates of [Fe/H] typically precise to +/-0.2 dex, some 1000 of which have
[Fe/H]<-2.0, and roughly 100 of which have [Fe/H]<-3.0.","{'term': u'astro-ph', 'scheme': u'http://arxiv.org/schemas/atom'}",1.0,19,24,astro-ph
"[u'Takashi Okamoto', u'Asao Habe']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=6, tm_hour=17, tm_min=55, tm_sec=36, tm_wday=3, tm_yday=6, tm_isdst=0)","Using cosmological N-body simulations of critical (SCDM) and open ($\Omega =
0.3$, OCDM) cold dark matter models, we investigate evolution of cluster
galaxies. From our numerical simulation, we construct merging history trees of
the galaxies. By following their merging history, we show major merger
fractions of the galaxies in cluster forming regions is roughly proportional to
(1+z)^{4.5} at low redshifts (z < 2) and has a steep peak at $z \simeq 2.5$ and
$z \simeq 3$ in SCDM and OCDM, respectively. We also show that the cluster
galaxies are affected by tidal interaction after the clusters formed. Because
the formation redshift of the cluster in SCDM, z_{form} = 0.15, is much more
recent than that of the cluster in OCDM, z_{form} = 1.6, the cluster galaxies
in SCDM show more rapid evolution by tidal interactions from z = 0.5 than those
in OCDM.","{'term': u'astro-ph', 'scheme': u'http://arxiv.org/schemas/atom'}",1.0,6,31,astro-ph
"[u'R. Toral', u'M. San Miguel', u'R. Gallego']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=24, tm_hour=13, tm_min=42, tm_sec=52, tm_wday=0, tm_yday=24, tm_isdst=0)","The Busse-Heikes dynamical model is described in terms of relaxational and
nonrelaxational dynamics. Within this dynamical picture a diverging alternating
period is calculated in a reduced dynamics given by a time-dependent
Hamiltonian with decreasing energy. A mean period is calculated which results
from noise stabilization of a mean energy. The consideration of
spatial-dependent amplitudes leads to vertex formation. The competition of
front motion around the vertices and the Kuppers-Lortz instability in
determining an alternating period is discussed.","{'term': u'nlin.PS', 'scheme': u'http://arxiv.org/schemas/atom'}",0.5,28,31,nlin.PS
